wine,link,pontuação,avaliações,volume
Bridlewood Paso Robles Cabernet Sauvignon 2017,https://wine.com.br/vinhos/bridlewood-paso-robles-cabernet-sauvignon-2017/prod22614.html,,(8),750.00 ml
Michel Lynch A.O.C. Bordeaux Rosé 2017,https://wine.com.br/vinhos/michel-lynch-a-o-c-bordeaux-rose-2017/prod20146.html,,,750.00 ml
W Explorer Series Las Perdices Gran Reserva Mendoza Malbec 2015,https://wine.com.br/vinhos/w-explorer-series-las-perdices-gran-reserva-mendoza-malbec-2015/prod17634.html,,(21),750.00 ml
Espumante Fantinel One & Only Rosé Brut 2018,https://wine.com.br/vinhos/espumante-fantinel-one-only-rose-brut-2018/prod22962.html,,(4),750.00 ml
Espumante Partridge Stars Brut,https://wine.com.br/vinhos/espumante-partridge-stars-brut/prod17061.html,,(34),750.00 ml
Espumante J. Raventós Roig D.O. Cava Brut,https://wine.com.br/vinhos/espumante-j-raventos-roig-d-o-cava-brut/prod19063.html,,(6),750.00 ml
Espumante Fantinel D.O.C. Prosecco Extra Dry,https://wine.com.br/vinhos/espumante-fantinel-d-o-c-prosecco-extra-dry/prod8323.html,,(182),750.00 ml
Beni di Batasiolo Sovrana D.O.C. Barbera d`Alba 2017,https://wine.com.br/vinhos/beni-di-batasiolo-sovrana-d-o-c-barbera-d-alba-2017/prod23309.html,,(3),750.00 ml
Domaines Henri Maire A.O.C. Arbois Trousseau 2017,https://wine.com.br/vinhos/domaines-henri-maire-a-o-c-arbois-trousseau-2017/prod20757.html,,(15),750.00 ml
Seremos Cabernet Sauvignon 2018,https://wine.com.br/vinhos/seremos-cabernet-sauvignon-2018/prod20422.html,,(21),750.00 ml
Canepa Novísimo Merlot 2019,https://wine.com.br/vinhos/canepa-novisimo-merlot-2019/prod23362.html,,(3),750.00 ml
Barrel Smugglers Cabernet Sauvignon 2018,https://wine.com.br/vinhos/barrel-smugglers-cabernet-sauvignon-2018/prod23268.html,,(79),750.00 ml
Château La Mission A.O.C. Lalande-de-Pomerol 2011,https://wine.com.br/vinhos/chateau-la-mission-a-o-c-lalande-de-pomerol-2011/prod17307.html,,,750.00 ml
Champagne La Grande Dame Rosé 2004,https://wine.com.br/vinhos/champagne-la-grande-dame-rose-2004/prod17243.html,,,750.00 ml
Sutil Limited Release Valle de Maipo Cabernet Sauvignon 2017,https://wine.com.br/vinhos/sutil-limited-release-valle-de-maipo-cabernet-sauvignon-2017/prod22947.html,,(20),750.00 ml
Apothic Red 2016,https://wine.com.br/vinhos/apothic-red-2016/prod19971.html,,(63),750.00 ml
Viñedo de los Vientos Estival 2017,https://wine.com.br/vinhos/vinedo-de-los-vientos-estival-2017/prod18873.html,,(5),750.00 ml
Cantine Pellegrino D.O.P. Pantelleria Passito Liquoroso 2017 500 ml,https://wine.com.br/vinhos/cantine-pellegrino-d-o-p-pantelleria-passito-liquoroso-2017-500-ml/prod20151.html,,(2),500.00 ml
Gauchezco Plata Grand Reserve Malbec 2016,https://wine.com.br/vinhos/gauchezco-plata-grand-reserve-malbec-2016/prod22786.html,,(8),750.00 ml
Ropiteau Frères A.O.C. Pouilly-Fuissé Blanc 2015,https://wine.com.br/vinhos/ropiteau-freres-a-o-c-pouilly-fuisse-blanc-2015/prod17501.html,,,750.00 ml
Gauchezco Plata Grand Reserve Malbec Cabernet Franc 2016,https://wine.com.br/vinhos/gauchezco-plata-grand-reserve-malbec-cabernet-franc-2016/prod22787.html,,(6),750.00 ml
WineBox Maison Bouachon Les Rabassières,https://wine.com.br/bundle/winebox-maison-bouachon-les-rabassieres/prodIVS330.html,,,"
                                      "
La Combe D´Or Chardonnay 2018,https://wine.com.br/vinhos/la-combe-d-or-chardonnay-2018/prod22977.html,,(2),750.00 ml
Sutil Limited Release Valle de Colchagua Carmenère 2017,https://wine.com.br/vinhos/sutil-limited-release-valle-de-colchagua-carmenere-2017/prod22946.html,,(14),750.00 ml
Espumante Chac Chac Brut,https://wine.com.br/vinhos/espumante-chac-chac-brut/prod22941.html,,,750.00 ml
Corte Carista I.G.T. Puglia Negroamaro 2017,https://wine.com.br/vinhos/corte-carista-i-g-t-puglia-negroamaro-2017/prod19017.html,,(13),750.00 ml
Carpineto Dogajolo I.G.T. Toscano Rosso 2016,https://wine.com.br/vinhos/carpineto-dogajolo-i-g-t-toscano-rosso-2016/prod18932.html,,(19),750.00 ml
Louis Bouillot A.O.C. Crémant de Bourgogne Brut,https://wine.com.br/vinhos/louis-bouillot-a-o-c-cremant-de-bourgogne-brut/prod15033.html,,(10),750.00 ml
Espumante Undurraga Extra Brut D.O. Valle de Leyda 2017,https://wine.com.br/vinhos/espumante-undurraga-extra-brut-d-o-valle-de-leyda-2017/prod22927.html,,(14),750.00 ml
Vistamar Reserva V Merlot 2018,https://wine.com.br/vinhos/vistamar-reserva-v-merlot-2018/prod23001.html,,(300),750.00 ml
N° 3 d`Angélus 2014,https://wine.com.br/vinhos/n-3-d-angelus-2014/prod20895.html,,,750.00 ml
Almaviva EPU 2016 375 ml,https://wine.com.br/vinhos/almaviva-epu-2016-375-ml/prod23306.html,,,375.00 ml
Almaviva EPU 2015 375 ml,https://wine.com.br/vinhos/almaviva-epu-2015-375-ml/prod23305.html,,,375.00 ml
Miguel Torres Noches de Verano Reserva País 2016,https://wine.com.br/vinhos/miguel-torres-noches-de-verano-reserva-pais-2016/prod18223.html,,(20),750.00 ml
Tenuta SantAntonio Fontana D.O.C. Soave 2018,https://wine.com.br/vinhos/tenuta-santantonio-fontana-d-o-c-soave-2018/prod23321.html,,,750.00 ml
Alqueve Tinto 2017,https://wine.com.br/vinhos/alqueve-tinto-2017/prod23604.html,,,750.00 ml
Champagne La Grande Dame 2008,https://wine.com.br/vinhos/champagne-la-grande-dame-2008/prod24197.html,,,750.00 ml
Calyptra Vivendo Reserve Rosé 2018,https://wine.com.br/vinhos/calyptra-vivendo-reserve-rose-2018/prod22067.html,,(18),750.00 ml
Altivo Vineyard Selection La Rioja Torrontés 2018,https://wine.com.br/vinhos/altivo-vineyard-selection-la-rioja-torrontes-2018/prod22828.html,,(4),750.00 ml
Latitud 33° Mendoza Chardonnay 2019,https://wine.com.br/vinhos/latitud-33-mendoza-chardonnay-2019/prod24195.html,,,750.00 ml
Terrazas de los Andes Reserva Torrontés 2018,https://wine.com.br/vinhos/terrazas-de-los-andes-reserva-torrontes-2018/prod23521.html,,,750.00 ml
WineBox Burmerster,https://wine.com.br/bundle/winebox-burmerster/prodSHY891.html,,,"
                                                                                  "
Torre Matilde Molin Novo I.G.T. Toscana Rosso 2015,https://wine.com.br/vinhos/torre-matilde-molin-novo-i-g-t-toscana-rosso-2015/prod18960.html,,(11),750.00 ml
Altivo Vineyard Selection Cabernet Sauvignon 2017,https://wine.com.br/vinhos/altivo-vineyard-selection-cabernet-sauvignon-2017/prod20125.html,,(15),750.00 ml
Alvarez de Toledo Roble D.O. Bierzo Mencía 2013,https://wine.com.br/vinhos/alvarez-de-toledo-roble-d-o-bierzo-mencia-2013/prod17789.html,,(63),750.00 ml
WineBox Agradáveis,https://wine.com.br/bundle/winebox-agradaveis/prodUDM426.html,,,"
                                                                                                                                                    "
La Chamiza Reserve Polo Profesional Cabernet Sauvignon 2017,https://wine.com.br/vinhos/la-chamiza-reserve-polo-profesional-cabernet-sauvignon-2017/prod22479.html,,(3),750.00 ml
La Chamiza Reserve Polo Profesional Malbec 2017,https://wine.com.br/vinhos/la-chamiza-reserve-polo-profesional-malbec-2017/prod19385.html,,(28),750.00 ml
Calyptra Gran Reserva Cabernet Sauvignon 2015,https://wine.com.br/vinhos/calyptra-gran-reserva-cabernet-sauvignon-2015/prod20138.html,,(3),750.00 ml
Viñedo de Los Vientos Arneis Chardonnay 2016,https://wine.com.br/vinhos/vinedo-de-los-vientos-arneis-chardonnay-2016/prod18875.html,,(7),750.00 ml
Burmester D.O.C. Douro Tinto 2016,https://wine.com.br/vinhos/burmester-d-o-c-douro-tinto-2016/prod20106.html,,(7),750.00 ml
Famille J-M Cazes A.O.C. Saint-Estèphe 2015,https://wine.com.br/vinhos/famille-j-m-cazes-a-o-c-saint-estephe-2015/prod20238.html,,,750.00 ml
Esteban Martín Reserva D.O.P. Cariñena 2014,https://wine.com.br/vinhos/esteban-martin-reserva-d-o-p-carinena-2014/prod20150.html,,(64),750.00 
Il Costone D.O.C. Romagna Sangiovese Superiore 2015,https://wine.com.br/vinhos/il-costone-d-o-c-romagna-sangiovese-superiore-2015/prod17518.html,,(9),750.00 ml
Casas del Toqui Gran Toqui Cabernet Sauvignon 2017,https://wine.com.br/vinhos/casas-del-toqui-gran-toqui-cabernet-sauvignon-2017/prod22782.html,,,750.00 ml
Fantinel Prosecco The Independent Millesimato Brut 2016,https://wine.com.br/vinhos/fantinel-prosecco-the-independent-millesimato-brut-2016/prod17552.html,,(22),750.00 ml
Château Négrit Montagne Saint-Émilion A.O.C. 2016,https://wine.com.br/vinhos/chateau-negrit-montagne-saint-emilion-a-o-c-2016/prod23479.html,,(12),750.00 ml
Chateau Langlet A.O.C. Graves Blanc 2015,https://wine.com.br/vinhos/chateau-langlet-a-o-c-graves-blanc-2015/prod18028.html,,(1),750.00 ml
Domaine des Sénéchaux A.O.C. Châteauneuf-du-Pape 2015,https://wine.com.br/vinhos/domaine-des-senechaux-a-o-c-chateauneuf-du-pape-2015/prod20142.html,,(1),750.00 ml
Amara Red Blend 2018,https://wine.com.br/vinhos/amara-red-blend-2018/prod23428.html,,(47),750.00 ml
Mommessin Saint-Amour A.O.C. 2017,https://wine.com.br/vinhos/mommessin-saint-amour-a-o-c-2017/prod22628.html,,(9),750.00 ml
Ropiteau Frères Les Plants Nobles Chardonnay 2017,https://wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-chardonnay-2017/prod20279.html,,(39),750.00 ml
Maycas Reserva Sumaq Chardonnay 2017,https://wine.com.br/vinhos/maycas-reserva-sumaq-chardonnay-2017/prod19260.html,,(17),750.00 ml
Canepa Famiglia Reserva Sauvignon Blanc 2017,https://wine.com.br/vinhos/canepa-famiglia-reserva-sauvignon-blanc-2017/prod20266.html,,(10),750.00 ml
Maycas Del Limarí Reserva Sumaq Pinot Noir Tinto 2017,https://wine.com.br/vinhos/maycas-del-limari-reserva-sumaq-pinot-noir-tinto-2017/prod19259.html,,(31),750.00 ml
Champagne Montaudon Grande Rosé,https://wine.com.br/vinhos/champagne-montaudon-grande-rose/prod4762.html,,(20),750.00 ml
Barahonda Campo Arriba Old Vines 2015,https://wine.com.br/vinhos/barahonda-campo-arriba-old-vines-2015/prod18888.html,,(21),750.00 ml
Vistamar Reserva V Carmenère 2018,https://wine.com.br/vinhos/vistamar-reserva-v-carmenere-2018/prod23002.html,,(337),750.00 ml
Costa do Sol D.O.C. Vinho Verde 2017,https://wine.com.br/vinhos/costa-do-sol-d-o-c-vinho-verde-2017/prod20097.html,,,750.00 ml
Marqués de Somera Garnacha 2017,https://wine.com.br/vinhos/marques-de-somera-garnacha-2017/prod20071.html,,(17),750.00 ml
Barahonda Tranco Monastrell Cabernet Sauvignon 2016,https://wine.com.br/vinhos/barahonda-tranco-monastrell-cabernet-sauvignon-2016/prod18878.html,,(33),750.00 ml
Espumante Undurraga Royal D.O. Valle de Leyda Brut,https://wine.com.br/vinhos/espumante-undurraga-royal-d-o-valle-de-leyda-brut/prod17373.html,,(11),750.00 ml
Espumante Fantinel One & Only Rosé Brut 2016.,https://wine.com.br/vinhos/espumante-fantinel-one-only-rose-brut-2016-/prod17550.html,,(12),750.00 ml
Fantinel Borgo Tesis D.O.C. Grave Cabernet Sauvignon 2016,https://wine.com.br/vinhos/fantinel-borgo-tesis-d-o-c-grave-cabernet-sauvignon-2016/prod20165.html,,,750.00 ml
Beni di Batasiolo Sunsì D.O.C. Langhe Bianco 2014,https://wine.com.br/vinhos/beni-di-batasiolo-sunsi-d-o-c-langhe-bianco-2014/prod14630.html,,(1),750.00 ml
Ropiteau Frères Nuits-St-Georges Rouge 2014,https://wine.com.br/vinhos/ropiteau-freres-nuits-st-georges-rouge-2014/prod20282.html,,(1),750.00 ml
Ropiteau Frères A.O.C. Gevrey-Chambertin Rouge 2014,https://wine.com.br/vinhos/ropiteau-freres-a-o-c-gevrey-chambertin-rouge-2014/prod20284.html,,,750.00 ml
Canepa Reserva Famiglia Carménère 2017,https://wine.com.br/vinhos/canepa-reserva-famiglia-carmenere-2017/prod20268.html,,(17),750.00 ml
Maycas del Limarí Reserva Especial Pinot Noir 2017,https://wine.com.br/vinhos/maycas-del-limari-reserva-especial-pinot-noir-2017/prod20221.html,,(21),750.00 ml
Alonso López D.O.C.a Rioja Rosado Tempranillo 2018,https://wine.com.br/vinhos/alonso-lopez-d-o-c-a-rioja-rosado-tempranillo-2018/prod22593.html,,(25),750.00 ml
Porto Burmester 20 years Old Tawny,https://wine.com.br/vinhos/porto-burmester-20-years-old-tawny/prod14720.html,,(1),750.00 ml
Encostas de Estremoz Bis Rosé 2018,https://wine.com.br/vinhos/encostas-de-estremoz-bis-rose-2018/prod22601.html,,,750.00 ml
Jean-Pierre Moueix A.O.C. Saint-Émilion 2015,https://wine.com.br/vinhos/jean-pierre-moueix-a-o-c-saint-emilion-2015/prod20201.html,,(1),750.00 ml
Canepa Famiglia Reserva Cabernet Sauvignon 2016,https://wine.com.br/vinhos/canepa-famiglia-reserva-cabernet-sauvignon-2016/prod17560.html,,(23),750.00 ml
Ropiteau Frères Bourgogne Hautes-Côtes de Nuits 2014,https://wine.com.br/vinhos/ropiteau-freres-bourgogne-hautes-cotes-de-nuits-2014/prod17500.html,,(2),750.00 ml
Ropiteau Frères A.O.C. Meursault Blanc 2015,https://wine.com.br/vinhos/ropiteau-freres-a-o-c-meursault-blanc-2015/prod17498.html,,,750.00 ml
Quinta De Pancas Branco 2017,https://wine.com.br/vinhos/quinta-de-pancas-branco-2017/prod20148.html,,(2),750.00 ml
Château Vieux Dominique Réserve A.O.C. Bordeaux Supérieur 2013,https://wine.com.br/vinhos/chateau-vieux-dominique-reserve-a-o-c-bordeaux-superieur-2013/prod16240.html,,(11),750.00 ml
Burmester D.O.C. Douro Branco 2017,https://wine.com.br/vinhos/burmester-d-o-c-douro-branco-2017/prod20107.html,,(1),750.00 ml
La Mora D.O.C. Maremma Toscana Merlot 2015,https://wine.com.br/vinhos/la-mora-d-o-c-maremma-toscana-merlot-2015/prod20109.html,,(2),750.00 ml
Nederburg 56 Hundred Shiraz 2018,https://wine.com.br/vinhos/nederburg-56-hundred-shiraz-2018/prod22804.html,,(31),750.00 ml
Château Vieux Bonneau Montagne Saint-Émilion A.O.C. 2015,https://wine.com.br/vinhos/chateau-vieux-bonneau-montagne-saint-emilion-a-o-c-2015/prod23478.html,,(12),750.00 ml
La Combe D´Or Grenache 2018,https://wine.com.br/vinhos/la-combe-d-or-grenache-2018/prod22979.html,,(25),750.00 ml
Batasiolo Sunsi Bianco Langhe DOC 2018,https://wine.com.br/vinhos/batasiolo-sunsi-bianco-langhe-doc-2018/prod23307.html,,(2),750.00 ml
Pauillac De Lynch-Bages 2015,https://wine.com.br/vinhos/pauillac-de-lynch-bages-2015/prod20236.html,,,750.00 
Alonso López D.O.C.a Rioja Blanco Malvasía Viura 2018,https://wine.com.br/vinhos/alonso-lopez-d-o-c-a-rioja-blanco-malvasia-viura-2018/prod22592.html,,(22),750.00 ml
Jean-Pierre Moueix A.O.C. Pomerol 2015,https://wine.com.br/vinhos/jean-pierre-moueix-a-o-c-pomerol-2015/prod20199.html,,,750.00 ml
Tagua Tagua Family Reserve Cabernet Sauvignon 2016,https://wine.com.br/vinhos/tagua-tagua-family-reserve-cabernet-sauvignon-2016/prod22886.html,,(26),750.00 ml
Toro Loco D.O.P. Utiel-Requena Rosé 2018,https://wine.com.br/vinhos/toro-loco-d-o-p-utiel-requena-rose-2018/prod22600.html,,(43),750.00 ml
Paine Merlot 2018,https://wine.com.br/vinhos/paine-merlot-2018/prod22859.html,,(68),750.00 ml
Ropiteau Frères Premier Cru A.O.C. Chassagne-Montrachet 2012,https://wine.com.br/vinhos/ropiteau-freres-premier-cru-a-o-c-chassagne-montrachet-2012/prod20299.html,,,750.00 ml
Paine Carménère 2018,https://wine.com.br/vinhos/paine-carmenere-2018/prod22857.html,,(56),750.00 ml
Artefacto Tinto 2017,https://wine.com.br/vinhos/artefacto-tinto-2017/prod20175.html,,(12),750.00 ml
Jiménez-Landi Bajondillo D.O. Méntrida 2017,https://wine.com.br/vinhos/jimenez-landi-bajondillo-d-o-mentrida-2017/prod20080.html,,(8),750.00 ml
Barahonda Barrica Monastrell Syrah 2015,https://wine.com.br/vinhos/barahonda-barrica-monastrell-syrah-2015/prod20079.html,,,750.00 ml
La Mora D.O.C.G. Morellino di Scansano 2015,https://wine.com.br/vinhos/la-mora-d-o-c-g-morellino-di-scansano-2015/prod17374.html,,(13),750.00 ml
Voiturette Pinot Noir 2017,https://wine.com.br/vinhos/voiturette-pinot-noir-2017/prod21180.html,,(80),750.00 ml
Maycas del Limarí Reserva Sumaq Syrah 2016,https://wine.com.br/vinhos/maycas-del-limari-reserva-sumaq-syrah-2016/prod19262.html,,(47),750.00 ml
Hunter and Fox Sauvignon Blanc 2017,https://wine.com.br/vinhos/hunter-and-fox-sauvignon-blanc-2017/prod20022.html,,(15),750.00 ml
Tenuta Sant`Antonio Sponsà Igt Veronese 2015,https://wine.com.br/vinhos/tenuta-sant-antonio-sponsa-igt-veronese-2015/prod17310.html,,(3),750.00 ml
Redwood Creek Califórnia Merlot 2017,https://wine.com.br/vinhos/redwood-creek-california-merlot-2017/prod20271.html,,(4),750.00 ml
Chateau Moser XV Blanc de Noir 2018,https://wine.com.br/vinhos/chateau-moser-xv-blanc-de-noir-2018/prod20219.html,,(16),750.00 ml
Changyu Reserve Noble Dragon Blanc 2017,https://wine.com.br/vinhos/changyu-reserve-noble-dragon-blanc-2017/prod20217.html,,(27),750.00 ml
Château Puy-Blanquet A.O.C. Saint-Émilion Grand Cru 2011,https://wine.com.br/vinhos/chateau-puy-blanquet-a-o-c-saint-emilion-grand-cru-2011/prod20203.html,,(1),750.00 ml
Frisante Porta Soprana D.O.C. Lambrusco di Sorbara Tinto Meio Seco,https://wine.com.br/vinhos/frisante-porta-soprana-d-o-c-lambrusco-di-sorbara-tinto-meio-seco/prod6953.html,,(38),750.00 ml
Maycas del Limari Reserva Especial Chardonnay 2017,https://wine.com.br/vinhos/maycas-del-limari-reserva-especial-chardonnay-2017/prod20222.html,,(9),750.00 ml
Canepa Reserva Famiglia Chardonnay 2017,https://wine.com.br/vinhos/canepa-reserva-famiglia-chardonnay-2017/prod19291.html,,(5),750.00 ml
Jean-Pierre Moueix A.O.C. Bordeaux 2015,https://wine.com.br/vinhos/jean-pierre-moueix-a-o-c-bordeaux-2015/prod20200.html,,(5),750.00 ml
Tenuta SantAntonio Nanfrè D.O.C. Valpolicella Superiore 2015,https://wine.com.br/vinhos/tenuta-santantonio-nanfre-d-o-c-valpolicella-superiore-2015/prod17566.html,,(20),750.00 ml
Tagua Tagua Family Reserve Carménère 2016,https://wine.com.br/vinhos/tagua-tagua-family-reserve-carmenere-2016/prod22885.html,,(17),750.00 ml
Boissy & Delaygue Lou Pontías A.O.C. Côtes du Rhône 2016,https://wine.com.br/vinhos/boissy-delaygue-lou-pontias-a-o-c-cotes-du-rhone-2016/prod22409.html,,(3),750.00 ml
Enclos du Wine Hunter A.O.C. Bordeaux Rouge 2018,https://wine.com.br/vinhos/enclos-du-wine-hunter-a-o-c-bordeaux-rouge-2018/prod22529.html,,(15),750.00 ml
El Vivero de Usaldón Garnacha 2018,https://wine.com.br/vinhos/el-vivero-de-usaldon-garnacha-2018/prod23192.html,,(11),750.00 ml
Inconsciente D.O.Ca. Rioja Tempranillo Blanco 2017,https://wine.com.br/vinhos/inconsciente-d-o-ca-rioja-tempranillo-blanco-2017/prod20599.html,,,750.00 ml
